nct_number,study_title,phase,enrollment,funder_type,sponsor,start_date,completion_date,duration_months,start_year,allocation,masking,primary_purpose,intervention_model,is_multinational,country_count,scope
NCT00604344,Efficacy and the Safety of Insulin Detemir in Subjects With Insulin Requiring Diabetes,Phase 3,401,INDUSTRY,Novo Nordisk A/S,2003-04-01,2005-03-01,23.0,2003.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00063128,Safety and Efficacy of Human Insulin Inhalation Powder in Patients With Type 1 Diabetes Mellitus.,Phase 2,119,INDUSTRY,Eli Lilly and Company,2003-04-01,2004-04-01,12.0,2003.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT00372060,MK0431 (Sitagliptin) Pioglitazone Add-on Study for Patients With Type 2 Diabetes Mellitus (0431-055)(COMPLETED),Phase 3,134,INDUSTRY,Merck Sharp & Dohme LLC,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT01947855,Post Prandial Glucose (PPG) Study of Empagliflozin in Japanese Patients With Type 2 Diabetes Mellitus,Phase 3,60,INDUSTRY,Boehringer Ingelheim,2013-09-01,2013-12-01,3.0,2013.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT00678886,Trial of Otelixizumab for Adults With Newly Diagnosed Type 1 Diabetes Mellitus (Autoimmune): DEFEND-1,Phase 3,272,INDUSTRY,GlaxoSmithKline,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,9,Multinational
NCT01123083,Trial of Otelixizumab for Adolescents and Adults With Newly Diagnosed Type 1 Diabetes Mellitus (Autoimmune): DEFEND-2,Phase 3,179,INDUSTRY,GlaxoSmithKline,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02827708,Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes and Moderate Renal Impairment,Phase 3,324,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,8,Multinational
NCT01871428,A Study of Aleglitazar in Monotherapy in Patients With Type 2 Diabetes Mellitus Who Are Drug-Naïve to Anti-Hyperglycemic Therapy,Phase 3,13,INDUSTRY,Hoffmann-La Roche,2013-06-01,2013-11-01,5.0,2013.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,3,Multinational
NCT00722371,MK0431 and Pioglitazone Co-Administration Factorial Study in Patients With Type 2 Diabetes Mellitus (0431-102 AM2),Phase 3,1615,INDUSTRY,Merck Sharp & Dohme LLC,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT02408705,Investigating the Effect of Liraglutide on the Endogenous Glucose Production During in Tye 1 Diabetes Subjects,Phase 2,14,OTHER,Medical University of Graz,2015-01-01,2016-05-01,16.0,2015.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",BASIC_SCIENCE,CROSSOVER,0,1,Single Country
NCT02273180,Comparison of SAR342434 to Humalog as the Rapid Acting Insulin in Adult Patients With Type 1 Diabetes Mellitus Also Using Insulin Glargine,Phase 3,507,INDUSTRY,Sanofi,2014-10-01,2016-07-01,21.0,2014.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,8,Multinational
NCT02175121,"Safety, Tolerability, Pharmacokinetics And Pharmacodynamics Study Of PF-06291874 As Oral Monotherapy To Treat Adults With Type 2 Diabetes Mellitus",Phase 2,172,INDUSTRY,Pfizer,2014-08-01,2015-03-01,7.0,2014.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02383940,Efficacy and Safety of Sotagliflozin in Young Adult Patients With Type 1 Diabetes Mellitus and Elevated Hemoglobin A1C,Phase 2,87,INDUSTRY,Lexicon Pharmaceuticals,2015-04-01,2016-09-01,17.0,2015.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00391209,Compare Two Dosing Algorithms in Insulin-Naive Patients With Type 2 Diabetes Mellitus,Phase 3,379,INDUSTRY,Eli Lilly and Company,2006-10-01,2008-05-01,19.0,2006.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,9,Multinational
NCT00273286,Family Management of Type 1 Diabetes in Children,Phase 2,422,NIH,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),2006-01-01,2009-03-01,37.9,2006.0,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),PREVENTION,PARALLEL,0,1,Single Country
NCT03191396,Research Study Comparing a New Medicine Semaglutide to Liraglutide in People With Type 2 Diabetes,Phase 3,577,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,12,Multinational
NCT01986881,"Cardiovascular Outcomes Following Ertugliflozin Treatment in Type 2 Diabetes Mellitus Participants With Vascular Disease, The VERTIS CV Study (MK-8835-004)",Phase 3,8246,INDUSTRY,Merck Sharp & Dohme LLC,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT04556760,"Study to Assess the Effect on Glucose Homeostasis of Two Dose Levels of AZD9567, Compared to Prednisolone, in Adults With Type 2 Diabetes",Phase 2,46,INDUSTRY,AstraZeneca,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT03377699,"Research Study Comparing Insulin Degludec to Insulin Detemir, Together With Insulin Aspart, in Pregnant Women With Type 1 Diabetes",Phase 3,225,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,15,Multinational
NCT00530881,"Randomized, Double-Blind, Placebo-Controlled, With PHX1149 in Patients With Type 2 Diabetes Mellitus",Phase 2,180,INDUSTRY,Phenomix,2006-04-01,2006-10-01,6.0,2006.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02727608,Complement Inhibitor Eculizumab in Clinical Islet Transplantation,Phase 2,3,OTHER,Uppsala University,,2018-06-01,,,,NONE,PREVENTION,SINGLE_GROUP,0,1,Single Country
NCT00889486,Safety and Efficacy of Once-daily Oral Administrations of TZP-102 for Gastroparesis in Patients With Diabetes Mellitus,Phase 2,92,INDUSTRY,"Tranzyme, Inc.",2009-04-01,2010-04-01,12.0,2009.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,1,6,Multinational
NCT01073566,Feasibility Study of Finesse for Bolus Prandial Insulin Dosing Compared to Multiple Daily Injections,Phase 2,38,INDUSTRY,"Calibra Medical, Inc.",2010-01-01,2010-07-01,5.9,2010.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT02648204,Efficacy and Safety of Semaglutide Versus Dulaglutide as add-on to Metformin in Subjects With Type 2 Diabetes.,Phase 3,1201,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,17,Multinational
NCT02220907,Long-Term Safety Study of MT-2412 in Japanese Patients With Type 2 Diabetes,Phase 3,153,INDUSTRY,Tanabe Pharma Corporation,2014-08-01,2016-02-01,18.0,2014.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01620489,Efficacy and Safety of Liraglutide Versus Placebo as add-on to Existing Diabetes Medication in Subjects With Type 2 Diabetes and Moderate Renal Impairment,Phase 3,279,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,6,Multinational
